Date,Open,High,Low,Close,Adj Close,Volume
2020-01-03,10585.290039,10700.860352,10580.919922,10699.820313,10699.820313,55983600
2020-01-06,10652.780273,10675.620117,10548.480469,10665.410156,10665.410156,51779100
2020-01-07,10714.230469,10747.190430,10655.290039,10683.669922,10683.669922,65947700
2020-01-08,10628.089844,10681.400391,10616.629883,10652.160156,10652.160156,59629500
2020-01-09,10721.870117,10744.919922,10645.820313,10650.969727,10650.969727,53942900
2020-01-10,10678.410156,10688.700195,10638.940430,10639.490234,10639.490234,50655200
2020-01-13,10645.299805,10680.469727,10592.400391,10622.410156,10622.410156,48635900
2020-01-14,10616.620117,10655.820313,10536.280273,10655.820313,10655.820313,64275700
2020-01-15,10656.309570,10691.370117,10620.349609,10670.740234,10670.740234,59856300
2020-01-16,10687.209961,10693.519531,10639.629883,10693.519531,10693.519531,48681500
2020-01-17,10723.700195,10849.290039,10715.919922,10841.820313,10841.820313,71403400
2020-01-20,10844.110352,10867.160156,10835.309570,10846.290039,10846.290039,44762500
2020-01-21,10825.919922,10884.509766,10767.540039,10884.509766,10884.509766,87421800
2020-01-22,10907.160156,10960.750000,10893.280273,10895.070313,10895.070313,67115300
2020-01-23,10889.059570,10905.429688,10798.620117,10813.940430,10813.940430,62666500
2020-01-24,10865.959961,10913.200195,10845.690430,10849.750000,10849.750000,56103300
2020-01-27,10762.620117,10780.919922,10639.750000,10675.959961,10675.959961,70880100
2020-01-28,10729.660156,10789.169922,10662.070313,10781.980469,10781.980469,61402100
2020-01-29,10795.459961,10880.440430,10772.629883,10859.879883,10859.879883,54346500
2020-01-30,10805.490234,10812.639648,10716.490234,10748.919922,10748.919922,65632500
2020-01-31,10814.280273,10815.620117,10616.809570,10627.879883,10627.879883,70815000
2020-02-03,10650.019531,10694.759766,10598.120117,10664.950195,10664.950195,51976700
2020-02-04,10707.440430,10800.639648,10693.320313,10800.639648,10800.639648,59234000
2020-02-05,10789.719727,11006.719727,10781.570313,10994.150391,10994.150391,84395500
2020-02-06,11040.169922,11061.179688,10979.820313,11012.360352,11012.360352,62980000
2020-02-07,10995.650391,11015.610352,10958.450195,11001.530273,11001.530273,83740300
2020-02-10,10968.139648,11039.780273,10963.519531,11039.780273,11039.780273,51327200
2020-02-11,11079.780273,11114.389648,11071.570313,11101.169922,11101.169922,57263500
2020-02-12,11094.009766,11119.889648,11074.559570,11089.240234,11089.240234,59034500
2020-02-13,11071.389648,11092.349609,11008.509766,11092.349609,11092.349609,79169100
2020-02-14,11105.610352,11152.570313,11078.950195,11128.809570,11128.809570,54159800
2020-02-17,11156.240234,11180.980469,11136.360352,11168.450195,11168.450195,0
2020-02-18,11094.870117,11178.650391,11094.089844,11146.280273,11146.280273,51959000
2020-02-19,11189.809570,11264.330078,11173.660156,11263.009766,11263.009766,58003500
2020-02-20,11255.660156,11270.000000,11154.530273,11154.530273,11154.530273,93014600
2020-02-21,11108.269531,11172.440430,11057.530273,11110.780273,11110.780273,106286300
